Label,Machine,Workflow,NumberSequences,Task,WorkflowInputSize,Realtime,%cpu,rss,rchar,wchar,cpus,read_bytes,write_bytes,vmem,memory,peak_rss,TaskInputSize,TaskInputSizeUncompressed,WorkflowInputUncompressed,source_machine,source_workflow
train-2,asok02,chipseq,373500,BIGWIG,19409231,40577,103.4,2004865024,66550121,32035232,6,18997248,22339584,2031964160,16106127360,2013302784,22525910,22525910,64410389,a2,chipseq
train-2,asok02,chipseq,373500,PHANTOMPEAKQUALTOOLS,19409231,11711,62.8,124305408,134462515,101850320,6,2592768,27713536,1176207360,16106127360,124305408,22526541,22526541,64410389,a2,chipseq
train-2,asok02,chipseq,373500,PLOTFINGERPRINT,19409231,101321,403.1,1167503360,28637852765,9331019,8,33796096,835584,3633307648,16106127360,1247649792,50462643,50462643,64410389,a2,chipseq
train-2,asok02,chipseq,373500,MACS2,19409231,10525,112.3,91660288,129328433,66256865,6,4546560,41201664,1131937792,16106127360,102957056,50463483,50463483,64410389,a2,chipseq
train-2,asok02,chipseq,373500,PICARD_METRICS,19409231,27427,141.1,1088864256,3208248751,685203,6,0,737280,21004832768,16106127360,1094295552,3180133187,3180133187,64410389,a2,chipseq
train-2,asok02,chipseq,119847942,BIGWIG,6392794687,1801680,136.7,2013806592,39020038788,25468758864,6,4327759872,20478160896,2032226304,16106127360,2016796672,4330111290,4330111290,20683131816,a2,chipseq
train-2,asok02,chipseq,119847942,PHANTOMPEAKQUALTOOLS,6392794687,3589342,37.3,3515097088,31601190222,27258723411,6,2883584,6922080256,4566761472,16106127360,3515097088,4330111917,4330111917,20683131816,a2,chipseq
train-2,asok02,chipseq,119847942,PICARD_METRICS,6392794687,524292,102.3,1469665280,7518121852,699295,6,1257472,1228800,19849572352,16106127360,1469665280,7487718563,7487718563,20683131816,a2,chipseq
train-2,asok02,chipseq,47805300,MACS2,2468333736,957113,107.6,2013491200,13157221937,7285179137,6,1705480192,4641042432,3053715456,16106127360,2013491200,4168412276,4168412276,8244555575,a2,chipseq
train-2,asok02,chipseq,47805300,PLOTFINGERPRINT,2468333736,268337,582.4,1277894656,85841325061,36317795,8,4562944,4554752,3554258944,16106127360,1361473536,4168411436,4168411436,8244555575,a2,chipseq
train-2,asok02,chipseq,47805300,PHANTOMPEAKQUALTOOLS,2468333736,1320397,40.1,1574789120,12438877084,10719674834,6,32768,2730295296,2626441216,16106127360,1574789120,1706724113,1706724113,8244555575,a2,chipseq
train-2,asok02,chipseq,47805300,BIGWIG,2468333736,708135,135.9,2013757440,15088205502,9843498533,6,389120,7909117952,2032095232,16106127360,2014896128,1706723486,1706723486,8244555575,a2,chipseq
train-2,asok02,chipseq,47805300,PICARD_METRICS,2468333736,244775,104.8,1123557376,4894837300,691192,6,0,884736,19849572352,16106127360,1123557376,4864330759,4864330759,8244555575,a2,chipseq
train-2,asok02,chipseq,5975700,BIGWIG,309971023,107988,125.1,2013077504,1448164815,815031760,6,269094912,612638720,2031964160,16106127360,2013405184,273170462,273170462,1030577327,a2,chipseq
train-2,asok02,chipseq,5975700,PHANTOMPEAKQUALTOOLS,309971023,153227,52.7,371273728,1882723461,1598917902,6,0,421531648,1422848000,16106127360,371273728,273171091,273171091,1030577327,a2,chipseq
train-2,asok02,chipseq,5975700,PICARD_METRICS,309971023,58023,122.0,912285696,3459438831,686066,6,0,770048,19916820480,16106127360,912285696,3430777737,3430777737,1030577327,a2,chipseq
train-2,asok02,chipseq,29962000,BIGWIG,1604989437,512175,134.6,2013667328,10289819014,6519832008,6,1323134976,5175291904,2031964160,16106127360,2014539776,1325488056,1325488056,5170796515,a2,chipseq
train-2,asok02,chipseq,29962000,PHANTOMPEAKQUALTOOLS,1604989437,937582,41.2,1273188352,9165231632,7827387830,6,0,2064240640,2324930560,16106127360,1273188352,1325488683,1325488683,5170796515,a2,chipseq
train-2,asok02,chipseq,23902700,PLOTFINGERPRINT,1236479068,323595,480.1,1268051968,94698391450,25332466,8,970141696,4145152,3514654720,16106127360,1351614464,2293265776,2293265776,4122288528,a2,chipseq
train-2,asok02,chipseq,23902700,MACS2,1236479068,519302,108.3,855904256,7251101494,3993282550,6,8192,2537435136,1927311360,16106127360,1145954304,2293266616,2293266616,4122288528,a2,chipseq
train-2,asok02,chipseq,29962000,PICARD_METRICS,1604989437,176264,106.2,1505230848,4513481670,689190,6,0,909312,19849572352,16106127360,1505230848,4483095329,4483095329,5170796515,a2,chipseq
train-2,asok02,chipseq,747000,PHANTOMPEAKQUALTOOLS,38857457,19530,60.9,147795968,253783887,203620689,6,35450880,54984704,1199656960,16106127360,147795968,40578168,40578168,128829560,a2,chipseq
train-2,asok02,chipseq,747000,BIGWIG,38857457,42798,108.2,2005417984,134984937,64803225,6,4096,44941312,2031964160,16106127360,2013315072,40577537,40577537,128829560,a2,chipseq
train-2,asok02,chipseq,747000,PICARD_METRICS,38857457,29710,139.0,1031417856,3225792874,685286,6,0,753664,19849572352,16106127360,1031417856,3198184814,3198184814,128829560,a2,chipseq
train-2,asok02,chipseq,7490500,BIGWIG,402364800,133372,127.6,2013335552,1897966112,1088327816,6,353320960,825028608,2031964160,16106127360,2013634560,357126830,357126830,1292690384,a2,chipseq
train-2,asok02,chipseq,7490500,PHANTOMPEAKQUALTOOLS,402364800,197823,50.7,410951680,2394014574,2025986360,6,0,545288192,1462755328,16106127360,410951680,357127459,357127459,1292690384,a2,chipseq
train-2,asok02,chipseq,5975700,PLOTFINGERPRINT,309971023,145837,452.2,1181630464,42786375901,14918625,8,7897088,3158016,3599990784,16106127360,1329553408,630296153,630296153,1030577327,a2,chipseq
train-2,asok02,chipseq,5975700,MACS2,309971023,137561,108.9,275021824,1947413497,1051802306,6,0,659087360,1322827776,16106127360,374972416,630296993,630296993,1030577327,a2,chipseq
train-2,asok02,chipseq,7490500,PICARD_METRICS,402364800,64714,118.1,905285632,3543657935,686235,6,0,933888,19849572352,16106127360,905285632,3514734105,3514734105,1292690384,a2,chipseq
train-2,asok02,chipseq,95610575,BIGWIG,4925423347,1205112,137.0,2013712384,26089253429,17198907976,6,2747105280,13864484864,2032095232,16106127360,2015756288,2747655351,2747655351,16489096542,a2,chipseq
train-2,asok02,chipseq,95610575,PHANTOMPEAKQUALTOOLS,4925423347,2297565,38.6,2576822272,20680225284,17920156719,6,6438912,4465864704,3628568576,16106127360,2654720000,2747655978,2747655978,16489096542,a2,chipseq
train-2,asok02,chipseq,95610575,PLOTFINGERPRINT,4925423347,344591,586.6,1225752576,101411006717,52429834,8,6602752,4820992,3606261760,16106127360,1375014912,7077765500,7077765500,16489096542,a2,chipseq
train-2,asok02,chipseq,95610575,MACS2,4925423347,1684860,107.4,2486808576,22217136432,12395384825,6,442368,7960592384,3599187968,16106127360,3282505728,7077766340,7077766340,16489096542,a2,chipseq
train-2,asok02,chipseq,95610575,PICARD_METRICS,4925423347,403711,102.8,1194651648,5935715686,694760,6,2465792,1196032,19849572352,16106127360,1194651648,5905262624,5905262624,16489096542,a2,chipseq
train-2,asok02,chipseq,936400,PHANTOMPEAKQUALTOOLS,50401769,24147,60.6,161177600,315231221,254683906,6,45834240,70111232,1212854272,16106127360,161177600,50985627,50985627,161603717,a2,chipseq
train-2,asok02,chipseq,936400,BIGWIG,50401769,45529,108.6,2004934656,170752669,81090432,6,102400,56160256,2031964160,16106127360,2013102080,50984996,50984996,161603717,a2,chipseq
train-2,asok02,chipseq,747000,PLOTFINGERPRINT,38857457,104143,439.6,1050066944,32221264315,9887681,8,45731840,1179648,3660111872,16106127360,1253744640,91561396,91561396,128829560,a2,chipseq
train-2,asok02,chipseq,747000,MACS2,38857457,20111,111.7,107352064,256892536,136017206,6,4096,85909504,1147486208,16106127360,128094208,91562236,91562236,128829560,a2,chipseq
train-2,asok02,chipseq,936400,PICARD_METRICS,50401769,31147,135.4,1068232704,3236176633,685455,6,0,802816,19849572352,16106127360,1068232704,3208592273,3208592273,161603717,a2,chipseq
train-2,asok02,chipseq,1494000,PLOTPROFILE,77656954,686332,653.2,1593798656,2345792119,601459707,8,18841600,304824320,2362929152,16106127360,2225864704,20369964,20369964,257651332,a2,chipseq
train-2,asok02,chipseq,11951400,PLOTPROFILE,619328932,695753,632.6,1575378944,2300647626,706135563,8,66101248,409567232,2337583104,16106127360,2241409024,113626577,113626577,2061152877,a2,chipseq
test,asok02,chipseq,239695842,PLOTPROFILE,11412781063,740774,600.5,1605918720,3248370961,867455686,8,789929984,570925056,2364080128,16106127360,2268418048,1231910945,1231910945,41366257414,a2,chipseq
train-2,asok02,chipseq,186800,PLOTPROFILE,9697091,659184,681.8,1527009280,2288168304,512088684,8,1200128,214622208,2279370752,16106127360,2200350720,9411137,9411137,32214839,a2,chipseq
train-2,asok02,chipseq,234100,PLOTPROFILE,12585529,675604,668.1,1603493888,2269800764,520695743,8,1466368,223334400,2345517056,16106127360,2207514624,9663410,9663410,40398757,a2,chipseq
train-2,asok02,chipseq,186800,MACS2_ANNOTATE,9697091,159994,99.7,1319489536,905218040,204541067,6,146407424,204550144,1331093504,16106127360,1319489536,3299671671,3299671671,32214839,a2,chipseq
train-2,asok02,chipseq,23902700,PLOTPROFILE,1236479068,706944,621.5,1677299712,2271220510,767558148,8,129318912,471011328,2215206912,16106127360,2181271552,200843673,200843673,4122288528,a2,chipseq
train-2,asok02,chipseq,3745300,PLOTPROFILE,201226407,694859,645.6,1546211328,2303450721,634369406,8,20799488,337805312,2307723264,16106127360,2179919872,35006800,35006800,646348142,a2,chipseq
test,asok02,chipseq,191221075,PLOTPROFILE,8712302981,721744,602.9,1568911360,2829373566,857008308,8,506175488,560488448,2315313152,16106127360,2258092032,756892054,756892054,32978181418,a2,chipseq
test,asok02,chipseq,191221075,MACS2_ANNOTATE,8712302981,160002,100.0,1344851968,913405558,210405132,6,4096,210419712,1356460032,16106127360,1344851968,3300616140,3300616140,32978181418,a2,chipseq
train-2,asok02,chipseq,1872700,PLOTPROFILE,100713019,692639,646.7,1556348928,2331682047,606563881,8,10207232,309948416,2328395776,16106127360,2224562176,22689652,22689652,323191186,a2,chipseq
train-2,asok02,chipseq,1494000,MACS2_ANNOTATE,77656954,159888,99.9,1319325696,905221746,204544181,6,274432,204574720,1331097600,16106127360,1319325696,3299672059,3299672059,257651332,a2,chipseq
train-2,asok02,chipseq,11951400,MACS2_ANNOTATE,619328932,159566,100.0,1320239104,905509121,204751779,6,36864,204771328,1331900416,16106127360,1320239104,3299705540,3299705540,2061152877,a2,chipseq
train-2,asok02,chipseq,14981000,PLOTPROFILE,803790497,716590,616.5,1513353216,2316613151,741917367,8,88616960,445345792,2275930112,16106127360,2180427776,140260803,140260803,2585386823,a2,chipseq
train-2,asok02,chipseq,468200,PLOTPROFILE,25209271,689539,650.6,1581617152,2365009158,554982910,8,2707456,258023424,2352242688,16106127360,2242412544,11535332,11535332,80802540,a2,chipseq
train-2,asok02,chipseq,2987900,PLOTPROFILE,155106475,694808,643.0,1632722944,2325245210,626963682,8,16445440,330383360,2354237440,16106127360,2263080960,30182965,30182965,515279642,a2,chipseq
train-2,asok02,chipseq,2987900,MACS2_ANNOTATE,155106475,159314,99.9,1319460864,905240153,204557581,6,315392,204578816,1331097600,16106127360,1319460864,3299674222,3299674222,515279642,a2,chipseq
train-2,asok02,chipseq,59924000,PLOTPROFILE,3204537970,716949,609.5,1872588800,2542469647,837975671,8,302465024,541446144,2299310080,16106127360,2288603136,446096987,446096987,10341579155,a2,chipseq
train-2,asok02,chipseq,373500,PLOTPROFILE,19409231,687956,653.0,1568636928,2370120011,549503732,8,2220032,252497920,2313474048,16106127360,2293207040,10993630,10993630,64410389,a2,chipseq
train-2,asok02,chipseq,373500,MACS2_ANNOTATE,19409231,159992,99.9,1319436288,905219989,204542824,6,4096,204574720,1331101696,16106127360,1319436288,3299671858,3299671858,64410389,a2,chipseq
train-2,asok02,chipseq,119847942,PLOTPROFILE,6392794687,719587,605.6,1709727744,2831473752,853934016,8,508694528,557395968,2291658752,16106127360,2223284224,772058107,772058107,20683131816,a2,chipseq
train-2,asok02,chipseq,47805300,MACS2_ANNOTATE,2468333736,159955,100.0,1327194112,907713729,206339707,6,0,206360576,1338822656,16106127360,1327194112,3299960837,3299960837,8244555575,a2,chipseq
train-2,asok02,chipseq,47805300,PLOTPROFILE,2468333736,727446,604.7,1859108864,2409549022,823939236,8,228556800,527392768,2315161600,16106127360,2207137792,339228767,339228767,8244555575,a2,chipseq
train-2,asok02,chipseq,5975700,PLOTPROFILE,309971023,699693,636.7,1589469184,2278676751,662010359,8,33132544,365424640,2341068800,16106127360,2275975168,49217032,49217032,1030577327,a2,chipseq
train-2,asok02,chipseq,29962000,PLOTPROFILE,1604989437,709482,621.3,1661976576,2291627220,799720578,8,166494208,503169024,2307223552,16106127360,2191159296,252121220,252121220,5170796515,a2,chipseq
train-2,asok02,chipseq,23902700,MACS2_ANNOTATE,1236479068,159320,99.9,1321476096,905896926,205031233,6,81920,205049856,1333166080,16106127360,1321476096,3299750458,3299750458,4122288528,a2,chipseq
train-2,asok02,chipseq,747000,PLOTPROFILE,38857457,698589,647.5,1607340032,2348261457,575243494,8,4235264,278507520,2354933760,16106127360,2231345152,13231339,13231339,128829560,a2,chipseq
train-2,asok02,chipseq,7490500,PLOTPROFILE,402364800,699946,638.9,1615638528,2315979003,672636468,8,41906176,376061952,2371919872,16106127360,2202832896,78821365,78821365,1292690384,a2,chipseq
train-2,asok02,chipseq,5975700,MACS2_ANNOTATE,309971023,159144,100.0,1319944192,905296097,204598002,6,12288,204611584,1331249152,16106127360,1319944192,3299680776,3299680776,1030577327,a2,chipseq
train-2,asok02,chipseq,95610575,PLOTPROFILE,4925423347,720150,607.0,1711316992,2637788223,841217323,8,363954176,544661504,2347393024,16106127360,2199609344,536159811,536159811,16489096542,a2,chipseq
train-2,asok02,chipseq,95610575,MACS2_ANNOTATE,4925423347,159382,100.0,1334927360,910229847,208142190,6,581632,208166912,1346797568,16106127360,1334927360,3300250853,3300250853,16489096542,a2,chipseq
train-2,asok02,chipseq,936400,PLOTPROFILE,50401769,694591,650.2,1552175104,2360676549,578845100,8,5189632,282152960,2321960960,16106127360,2194219008,14288155,14288155,161603717,a2,chipseq
train-2,asok02,chipseq,747000,MACS2_ANNOTATE,38857457,160223,99.7,1318055936,905220882,204543512,6,11603968,204574720,1331101696,16106127360,1319022592,3299671960,3299671960,128829560,a2,chipseq
test,asok02,chipseq,22446260,FASTQC,983915695,158790,101.7,1127993344,999466172,1911427,6,13156352,2068480,4556795904,16106127360,1128468480,983915695,3793245764,3793245764,a2,chipseq
test,asok02,chipseq,22446260,TRIMGALORE,983915695,306091,370.5,2045140992,17345247619,16299514242,8,73367552,984338432,3198095360,16106127360,2122973184,983915695,3793245764,3793245764,a2,chipseq
test,asok02,chipseq,30085123,FASTQC,1401045325,216555,102.5,1042132992,1416589768,1885961,6,290816,2052096,4476399616,16106127360,1042132992,1401045325,5058052541,5058052541,a2,chipseq
test,asok02,chipseq,30085123,TRIMGALORE,1401045325,420173,382.8,3297370112,23133259396,21668036814,8,111775744,1391001600,4044349440,16106127360,3330813952,1401045325,5058052541,5058052541,a2,chipseq
test,asok02,chipseq,22446260,BWA_MEM,983915695,1073734,754.1,9353203712,11694506020,6628691439,8,6239739904,1334509568,10545397760,16106127360,9354211328,982185953,3784220267,3793245764,a2,chipseq
test,asok02,chipseq,30085123,BWA_MEM,1401045325,1394047,777.7,9633103872,13870604330,8953579998,8,3289042944,1890177024,11082645504,16106127360,9637007360,1388841073,5016728573,5058052541,a2,chipseq
test,asok02,chipseq,22446260,SORT_BAM,983915695,172728,213.3,5306638336,5982019572,2318126577,6,449269760,2318708736,6648807424,16106127360,5755826176,1333896186,1333896186,3793245764,a2,chipseq
test,asok02,chipseq,30085123,SORT_BAM,1401045325,196974,213.6,5759389696,6577053711,2255619754,6,1035988992,2256396288,7027699712,16106127360,5759389696,1889340888,1889340888,5058052541,a2,chipseq
test,asok02,chipseq,30085123,MERGED_BAM,1401045325,879835,124.6,8718774272,6114449582,1246956186,6,91398144,1247047680,20531208192,16106127360,8718774272,1219589547,1219589547,5058052541,a2,chipseq
test,asok02,chipseq,22446260,MERGED_BAM,983915695,712734,121.0,7906521088,5858464737,1178606247,6,45555712,1178677248,20531208192,16106127360,7906521088,1167242415,1167242415,3793245764,a2,chipseq
test,asok02,chipseq,30085123,PRESEQ,1401045325,351798,100.1,17408000,1242551634,463098,6,6111232,462848,1053126656,16106127360,17408000,1246259565,1246259565,5058052541,a2,chipseq
test,asok02,chipseq,30085123,MERGED_BAM_FILTER,1401045325,126184,139.6,22200320,2422011071,596289699,6,1433600,295526400,30011392,16106127360,22200320,1246269563,1246269563,5058052541,a2,chipseq
test,asok02,chipseq,22446260,PRESEQ,983915695,273036,100.3,15929344,1175574197,491703,6,0,495616,1051623424,16106127360,15929344,1177912325,1177912325,3793245764,a2,chipseq
test,asok02,chipseq,22446260,MERGED_BAM_FILTER,983915695,370514,127.8,18911232,4750470508,1801777169,6,0,888971264,26955776,16106127360,18911232,1177922323,1177922323,3793245764,a2,chipseq
test,asok02,chipseq,30085123,PHANTOMPEAKQUALTOOLS,1401045325,189927,51.7,396718080,2231296788,1925102248,6,25706496,478105600,1448607744,16106127360,396718080,295486954,295486954,5058052541,a2,chipseq
test,asok02,chipseq,30085123,BIGWIG,1401045325,142539,122.3,2013216768,1976088833,1175749851,6,3936256,894255104,2031951872,16106127360,2013548544,295486325,295486325,5058052541,a2,chipseq
test,asok02,chipseq,30085123,PICARD_METRICS,1401045325,68415,112.8,966787072,3481828321,686274,6,226643968,704512,21025075200,16106127360,966787072,3453093600,3453093600,5058052541,a2,chipseq
test,asok02,chipseq,22446260,BIGWIG,983915695,405366,122.4,2013536256,7510987255,4899488874,6,3489792,3943596032,2031951872,16106127360,2014502912,888932000,888932000,3793245764,a2,chipseq
test,asok02,chipseq,22446260,PHANTOMPEAKQUALTOOLS,983915695,660962,43.4,811065344,6619450974,5718279387,6,0,1439547392,1862393856,16106127360,811065344,888932627,888932627,3793245764,a2,chipseq
test,asok02,chipseq,30085123,PLOTFINGERPRINT,1401045325,228910,560.6,1261096960,75508596484,16147030,8,72814592,3538944,3550273536,16106127360,1337655296,1184417184,1184417184,5058052541,a2,chipseq
test,asok02,chipseq,30085123,MACS2,1401045325,313507,98.9,709300224,3630300066,2162198217,6,5156864,1680547840,1749340160,16106127360,787173376,1184418024,1184418024,5058052541,a2,chipseq
test,asok02,chipseq,22446260,PICARD_METRICS,983915695,133701,108.4,1046708224,4076812725,688090,6,180224,704512,19849572352,16106127360,1046708224,4046539273,4046539273,3793245764,a2,chipseq
test,asok02,chipseq,30085123,PLOTPROFILE,1401045325,716033,621.9,1598300160,2855243349,664755386,8,1294336,368222208,2355896320,16106127360,2237296640,62701792,62701792,5058052541,a2,chipseq
test,asok02,chipseq,22446260,PLOTPROFILE,983915695,720617,611.8,1634332672,2725010027,768550267,8,40960,471986176,2272423936,16106127360,2212405248,196314566,196314566,3793245764,a2,chipseq
test,asok02,chipseq,30085123,MACS2_ANNOTATE,1401045325,170153,98.4,1458950144,950771216,237243172,6,53092352,237260800,1470554112,16106127360,1458950144,3304939512,3304939512,5058052541,a2,chipseq
train-1,asok02,eager,13154200,fastqc,885333729,140902,148.1,368402432,931634797,2049706,2,885649408,3645440,3091722240,4294967296,368402432,885333729,4165233066,4165233066,a2,eager
train-1,asok02,eager,1644400,fastqc,111047111,28789,129.5,377176064,146773956,2036536,2,111190016,2781184,3091722240,4294967296,377176064,111047111,520689150,520689150,a2,eager
train-1,asok02,eager,822200,fastqc,55489783,16585,140.9,343191552,80647308,2035568,2,55656448,2527232,3087507456,4294967296,343191552,55489783,260344382,260344382,a2,eager
train-1,asok02,eager,6577200,fastqc,442941088,70591,162.4,368951296,478670932,2047552,2,442945536,2994176,3091722240,4294967296,369029120,442941088,2082645444,2082645444,a2,eager
test,asok02,eager,26308272,fastqc,1515197090,230997,168.7,374931456,1561497121,2041899,2,1515442176,3821568,3091722240,4294967296,374931456,1515197090,8330435694,8330435694,a2,eager
train-1,asok02,eager,205600,fastqc,13863699,9611,163.3,360583168,49629057,2031604,2,13897728,2482176,3087507456,4294967296,360583168,13863699,65101034,65101034,a2,eager
train-1,asok02,eager,3288600,fastqc,221816429,35611,181.7,381239296,257555142,2051984,2,222089216,2506752,3091722240,4294967296,381325312,221816429,1041322068,1041322068,a2,eager
train-1,asok02,eager,411200,fastqc,27757972,14612,132.0,373067776,52939153,2043505,2,27914240,2506752,3089604608,4294967296,373067776,27757972,130201246,130201246,a2,eager
train-1,asok02,eager,102800,fastqc,6936992,9680,162.5,330207232,42714383,2013068,2,6946816,2465792,3091476480,4294967296,330207232,6936992,32547762,32547762,a2,eager
train-1,asok02,eager,51400,fastqc,3472602,7723,157.6,323268608,39237307,2030046,2,3629056,2412544,3091722240,4294967296,323575808,3472602,16270684,16270684,a2,eager
train-1,asok02,eager,25800,fastqc,1745321,7728,168.9,307826688,37520627,2032244,2,1748992,2416640,3091722240,4294967296,307826688,1745321,8167824,8167824,a2,eager
train-1,asok02,eager,411200,adapter_removal,27757972,13086,168.7,186908672,76311392,52037025,8,7823360,52097024,18295517184,15032385536,186908672,27758117,130201391,130201246,a2,eager
train-1,asok02,eager,1644400,adapter_removal,111047111,50006,163.5,185671680,295566452,207931060,8,16453632,208011264,18295517184,15032385536,185671680,111047256,520689295,520689150,a2,eager
train-1,asok02,eager,822200,adapter_removal,55489783,25501,166.2,185761792,149324800,103956791,8,7905280,104009728,18295517184,15032385536,185761792,55489928,260344527,260344382,a2,eager
train-1,asok02,eager,3288600,adapter_removal,221816429,99016,162.4,186712064,587260404,415313738,8,21766144,415424512,18295517184,15032385536,186712064,221816574,1041322213,1041322068,a2,eager
train-1,asok02,eager,6577200,adapter_removal,442941088,197101,161.7,197173248,1179855297,828512560,8,33722368,828719104,18295517184,15032385536,197173248,442941233,2082645589,2082645444,a2,eager
test,asok02,eager,26308272,adapter_removal,1515197090,787952,160.5,190763008,4402136784,3300334704,8,6377472,3300925440,18295517184,15032385536,193695744,1515197235,8330435839,8330435694,a2,eager
train-1,asok02,eager,205600,adapter_removal,13863699,6933,179.9,201879552,50324219,26049375,8,13918208,26099712,18295517184,15032385536,201879552,13863844,65101179,65101034,a2,eager
train-1,asok02,eager,13154200,adapter_removal,885333729,396720,160.7,200568832,2342564036,1652594875,8,15941632,1652924416,18295517184,15032385536,200568832,885333874,4165233211,4165233066,a2,eager
train-1,asok02,eager,102800,adapter_removal,6936992,3722,181.9,158339072,32022026,13008393,8,6942720,13062144,18295517184,15032385536,158339072,6937137,32547907,32547762,a2,eager
train-1,asok02,eager,51400,adapter_removal,3472602,2021,184.7,71806976,12304771,6492810,8,3477504,6549504,18295517184,15032385536,71806976,3472747,16270829,16270684,a2,eager
train-1,asok02,eager,25800,adapter_removal,1745321,1298,212.3,94945280,7773088,3273755,8,1748992,3330048,18297171968,15032385536,94945280,1745466,8167969,8167824,a2,eager
train-1,asok02,eager,411200,fastqc_after_clipping,27757972,6407,143.8,297775104,30552477,1044924,2,4096,1232896,3021443072,4294967296,297775104,6254769,32867912,130201246,a2,eager
train-1,asok02,eager,1644400,fastqc_after_clipping,111047111,11364,123.9,335114240,49271033,998675,2,0,1384448,3023560704,4294967296,336445440,24990665,131384933,520689150,a2,eager
train-1,asok02,eager,822200,fastqc_after_clipping,55489783,7552,127.5,278867968,36777951,1015202,2,290816,1208320,3019345920,4294967296,278867968,12492425,65681675,260344382,a2,eager
train-1,asok02,eager,3288600,fastqc_after_clipping,221816429,17350,114.0,340856832,74132147,977206,2,0,1437696,3023560704,4294967296,340856832,49861775,262596881,1041322068,a2,eager
train-1,asok02,eager,6577200,fastqc_after_clipping,442941088,28372,109.4,327004160,123291259,965094,2,0,1515520,3019345920,4294967296,327004160,99025465,525235969,2082645444,a2,eager
test,asok02,eager,26308272,fastqc_after_clipping,1515197090,93527,101.9,354144256,426603705,971595,2,0,1708032,3019345920,4294967296,354144256,391767874,2100725230,8330435694,a2,eager
train-1,asok02,eager,205600,fastqc_after_clipping,13863699,5311,150.0,273883136,27460113,1128305,2,0,1396736,3019345920,4294967296,273883136,3130838,16448893,65101034,a2,eager
train-1,asok02,eager,13154200,fastqc_after_clipping,885333729,50360,103.1,322707456,220859222,970396,2,0,1507328,2941706240,4294967296,322707456,196593528,1050549818,4165233066,a2,eager
train-1,asok02,eager,102800,fastqc_after_clipping,6936992,4309,140.3,241410048,25883406,1097441,2,0,1290240,3019345920,4294967296,241410048,1565686,8202744,32547762,a2,eager
train-1,asok02,eager,51400,fastqc_after_clipping,3472602,4493,168.8,237481984,25108891,1109168,2,1060864,1302528,3019345920,4294967296,237481984,782813,4084751,16270684,a2,eager
train-1,asok02,eager,25800,fastqc_after_clipping,1745321,4342,146.5,235073536,24729067,1132194,2,405504,1327104,3021443072,4294967296,235073536,395679,2054183,8167824,a2,eager
train-1,asok02,eager,3288600,bwa,221816429,313031,671.1,2936061952,8238379599,435027882,8,271962112,93421568,6669168640,15032385536,2989301760,49865871,262600977,1041322068,a2,eager
train-1,asok02,eager,205600,bwa,13863699,23020,582.7,1726955520,1875692179,27767054,8,0,6754304,2782945280,15032385536,1870516224,3134934,16452989,65101034,a2,eager
train-1,asok02,eager,13154200,bwa,885333729,1244038,678.6,3410022400,30939965777,1738851613,8,5505024,365989888,7094681600,15032385536,3410292736,196597624,1050553914,4165233066,a2,eager
train-1,asok02,eager,822200,bwa,55489783,80691,653.1,2374176768,3147609485,108851844,8,0,24543232,3455852544,15032385536,2501378048,12496521,65685771,260344382,a2,eager
train-1,asok02,eager,6577200,bwa,442941088,619330,681.3,3317444608,15804445866,867975082,8,2002944,184606720,7077355520,15032385536,3328122880,99029561,525240065,2082645444,a2,eager
train-1,asok02,eager,1644400,bwa,111047111,159023,659.4,2867703808,4454025589,217815998,8,0,47624192,6983446528,15032385536,2959007744,24994761,131389029,520689150,a2,eager
test,asok02,eager,26308272,bwa,1515197090,2472877,682.4,3387244544,60040192371,3482375338,8,11563008,724795392,7180476416,15032385536,3911446528,391771970,2100729326,8330435694,a2,eager
train-1,asok02,eager,411200,bwa,27757972,41334,634.2,2300616704,1908918807,54964285,8,4694016,12795904,3589685248,15032385536,2300616704,6258865,32872008,130201246,a2,eager
train-1,asok02,eager,51400,bwa,3472602,8576,389.6,1042804736,1850753891,7170980,8,786432,1994752,1875111936,15032385536,1056587776,786909,4088847,16270684,a2,eager
train-1,asok02,eager,102800,bwa,6936992,12776,537.3,1420087296,1859038724,14035315,8,1568768,3596288,2352529408,15032385536,1426300928,1569782,8206840,32547762,a2,eager
train-1,asok02,eager,25800,bwa,1745321,5866,330.1,902791168,1846647585,3750179,8,397312,1159168,1645998080,15032385536,1022164992,399775,2058279,8167824,a2,eager
train-1,asok02,eager,3288600,samtools_flagstat,221816429,1356,85.2,4866048,56055645,577,1,0,4096,12357632,1073741824,4866048,57109554,57109554,1041322068,a2,eager
train-1,asok02,eager,205600,samtools_flagstat,13863699,1030,9.6,3878912,3647436,572,1,3600384,4096,11706368,1073741824,3878912,4460101,4460101,65101034,a2,eager
train-1,asok02,eager,13154200,samtools_flagstat,885333729,5066,89.6,4747264,220142680,578,1,0,4096,12357632,1073741824,4747264,220839042,220839042,4165233066,a2,eager
train-1,asok02,eager,6577200,samtools_flagstat,442941088,2615,88.1,6709248,111191719,578,1,0,4096,12357632,1073741824,6709248,112101068,112101068,2082645444,a2,eager
train-1,asok02,eager,1644400,samtools_flagstat,111047111,677,87.0,6569984,28283854,575,1,0,4096,12357632,1073741824,6569984,29414103,29414103,520689150,a2,eager
